"rater_id"	"joke_id"	"weekend"	"useful"	"Joke"	"Timing"
23	"35"	6	"No, we might learn something here"	2	3
23	"36"	6	"No, we might learn something here"	NA	NA
23	"37"	6	"No, we might learn something here"	NA	NA
23	"38"	6	"No, we might learn something here"	2	3
23	"39"	6	"No, we might learn something here"	1	2
23	"40"	6	"No, we might learn something here"	2	1
23	"41"	6	"No, we might learn something here"	3	3
23	"42"	6	"No, we might learn something here"	3	2
23	"43"	6	"No, we might learn something here"	2	3
23	"44"	6	"No, we might learn something here"	2	3
23	"45"	6	"No, we might learn something here"	2	2
23	"46"	6	"No, we might learn something here"	1	2
23	"47"	6	"No, we might learn something here"	1	2
23	"48"	6	"No, we might learn something here"	4	4
23	"49"	6	"No, we might learn something here"	3	3
23	"50"	6	"No, we might learn something here"	2	3
23	"51"	6	"No, we might learn something here"	2	2
23	"52"	6	"No, we might learn something here"	2	2
23	"53"	6	"No, we might learn something here"	3	2
23	"54"	6	"No, we might learn something here"	3	4
23	"55"	6	"No, we might learn something here"	2	3
23	"56"	6	"No, we might learn something here"	3	4
23	"57"	6	"No, we might learn something here"	4	3
23	"58"	6	"No, we might learn something here"	2	3
23	"59"	6	"No, we might learn something here"	2	1
23	"60"	6	"No, we might learn something here"	1	2
23	"61"	6	"No, we might learn something here"	2	2
23	"62"	6	"No, we might learn something here"	2	2
23	"63"	6	"No, we might learn something here"	3	3
23	"64"	6	"No, we might learn something here"	3	3
21	"1"	3	"No, we might learn something here"	2	2
21	"2"	3	"No, we might learn something here"	3	1
21	"3"	3	"No, we might learn something here"	2	3
21	"4"	3	"No, we might learn something here"	1	3
21	"5"	3	"No, we might learn something here"	1	3
21	"6"	3	"No, we might learn something here"	1	2
21	"7"	3	"No, we might learn something here"	1	1
21	"8"	3	"No, we might learn something here"	3	4
21	"9"	3	"No, we might learn something here"	2	1
21	"10"	3	"No, we might learn something here"	1	2
21	"11"	3	"No, we might learn something here"	2	3
21	"12"	3	"No, we might learn something here"	2	3
21	"13"	3	"No, we might learn something here"	2	1
21	"14"	3	"No, we might learn something here"	1	3
21	"15"	3	"No, we might learn something here"	4	1
21	"16"	3	"No, we might learn something here"	2	2
21	"17"	3	"No, we might learn something here"	3	2
21	"18"	3	"No, we might learn something here"	2	3
21	"19"	3	"No, we might learn something here"	1	1
21	"20"	3	"No, we might learn something here"	3	1
21	"21"	3	"No, we might learn something here"	1	2
21	"22"	3	"No, we might learn something here"	1	3
21	"23"	3	"No, we might learn something here"	3	3
21	"24"	3	"No, we might learn something here"	1	4
21	"25"	3	"No, we might learn something here"	1	1
21	"26"	3	"No, we might learn something here"	NA	NA
21	"27"	3	"No, we might learn something here"	NA	NA
21	"28"	3	"No, we might learn something here"	1	1
21	"29"	3	"No, we might learn something here"	1	2
21	"30"	3	"No, we might learn something here"	1	1
21	"31"	3	"No, we might learn something here"	3	3
21	"32"	3	"No, we might learn something here"	3	2
21	"33"	3	"No, we might learn something here"	1	1
21	"34"	3	"No, we might learn something here"	3	2
21	"35"	3	"No, we might learn something here"	1	1
21	"36"	3	"No, we might learn something here"	1	2
21	"37"	3	"No, we might learn something here"	3	3
21	"38"	3	"No, we might learn something here"	1	3
21	"39"	3	"No, we might learn something here"	4	2
21	"40"	3	"No, we might learn something here"	1	3
21	"41"	3	"No, we might learn something here"	1	3
21	"42"	3	"No, we might learn something here"	3	2
21	"43"	3	"No, we might learn something here"	2	1
21	"44"	3	"No, we might learn something here"	3	3
21	"45"	3	"No, we might learn something here"	1	1
21	"46"	3	"No, we might learn something here"	1	3
21	"47"	3	"No, we might learn something here"	1	2
21	"48"	3	"No, we might learn something here"	2	4
21	"49"	3	"No, we might learn something here"	2	1
21	"50"	3	"No, we might learn something here"	1	1
21	"51"	3	"No, we might learn something here"	3	2
21	"52"	3	"No, we might learn something here"	4	2
21	"53"	3	"No, we might learn something here"	1	1
21	"54"	3	"No, we might learn something here"	4	2
21	"55"	3	"No, we might learn something here"	1	1
21	"56"	3	"No, we might learn something here"	1	3
21	"57"	3	"No, we might learn something here"	1	3
21	"58"	3	"No, we might learn something here"	NA	NA
21	"59"	3	"No, we might learn something here"	NA	NA
21	"60"	3	"No, we might learn something here"	1	2
21	"61"	3	"No, we might learn something here"	3	1
21	"62"	3	"No, we might learn something here"	1	1
21	"63"	3	"No, we might learn something here"	3	2
21	"64"	3	"No, we might learn something here"	3	3
31	"1"	8	"No, we might learn something here"	4	1
31	"2"	8	"No, we might learn something here"	2	4
31	"3"	8	"No, we might learn something here"	4	4
31	"4"	8	"No, we might learn something here"	4	2
31	"5"	8	"No, we might learn something here"	1	1
31	"6"	8	"No, we might learn something here"	4	4
31	"7"	8	"No, we might learn something here"	4	3
31	"8"	8	"No, we might learn something here"	4	4
31	"9"	8	"No, we might learn something here"	3	2
31	"10"	8	"No, we might learn something here"	2	3
31	"11"	8	"No, we might learn something here"	3	2
31	"12"	8	"No, we might learn something here"	3	3
31	"13"	8	"No, we might learn something here"	1	1
31	"14"	8	"No, we might learn something here"	2	3
31	"15"	8	"No, we might learn something here"	1	1
31	"16"	8	"No, we might learn something here"	2	2
31	"17"	8	"No, we might learn something here"	3	3
31	"18"	8	"No, we might learn something here"	4	3
31	"19"	8	"No, we might learn something here"	1	2
31	"20"	8	"No, we might learn something here"	2	2
31	"21"	8	"No, we might learn something here"	3	2
31	"22"	8	"No, we might learn something here"	4	4
31	"23"	8	"No, we might learn something here"	3	4
31	"24"	8	"No, we might learn something here"	3	2
31	"25"	8	"No, we might learn something here"	1	1
31	"26"	8	"No, we might learn something here"	1	1
31	"27"	8	"No, we might learn something here"	4	4
31	"28"	8	"No, we might learn something here"	2	1
31	"29"	8	"No, we might learn something here"	4	2
31	"30"	8	"No, we might learn something here"	4	3
31	"31"	8	"No, we might learn something here"	2	2
31	"32"	8	"No, we might learn something here"	1	1
31	"33"	8	"No, we might learn something here"	1	2
31	"34"	8	"No, we might learn something here"	4	4
31	"35"	8	"No, we might learn something here"	3	2
31	"36"	8	"No, we might learn something here"	2	3
31	"37"	8	"No, we might learn something here"	4	3
31	"38"	8	"No, we might learn something here"	3	3
31	"39"	8	"No, we might learn something here"	1	2
31	"40"	8	"No, we might learn something here"	1	1
31	"41"	8	"No, we might learn something here"	1	1
31	"42"	8	"No, we might learn something here"	1	2
31	"43"	8	"No, we might learn something here"	3	4
31	"44"	8	"No, we might learn something here"	1	2
31	"45"	8	"No, we might learn something here"	2	2
31	"46"	8	"No, we might learn something here"	1	1
31	"47"	8	"No, we might learn something here"	2	2
31	"48"	8	"No, we might learn something here"	2	3
31	"49"	8	"No, we might learn something here"	1	1
31	"50"	8	"No, we might learn something here"	2	2
31	"51"	8	"No, we might learn something here"	1	2
31	"52"	8	"No, we might learn something here"	3	2
31	"53"	8	"No, we might learn something here"	2	1
31	"54"	8	"No, we might learn something here"	2	3
31	"55"	8	"No, we might learn something here"	1	2
31	"56"	8	"No, we might learn something here"	2	4
31	"57"	8	"No, we might learn something here"	1	2
31	"58"	8	"No, we might learn something here"	1	3
31	"59"	8	"No, we might learn something here"	1	4
31	"60"	8	"No, we might learn something here"	1	1
31	"61"	8	"No, we might learn something here"	2	2
31	"62"	8	"No, we might learn something here"	1	2
31	"63"	8	"No, we might learn something here"	2	2
31	"64"	8	"No, we might learn something here"	1	2
13	"1"	5	"We should do it again to learn more!"	1	NA
13	"2"	5	"We should do it again to learn more!"	3	1
13	"3"	5	"We should do it again to learn more!"	2	1
13	"4"	5	"We should do it again to learn more!"	NA	NA
13	"5"	5	"We should do it again to learn more!"	NA	NA
13	"6"	5	"We should do it again to learn more!"	1	1
13	"7"	5	"We should do it again to learn more!"	2	1
13	"8"	5	"We should do it again to learn more!"	1	1
13	"9"	5	"We should do it again to learn more!"	1	1
13	"10"	5	"We should do it again to learn more!"	2	1
13	"11"	5	"We should do it again to learn more!"	1	1
13	"12"	5	"We should do it again to learn more!"	4	1
13	"13"	5	"We should do it again to learn more!"	1	1
13	"14"	5	"We should do it again to learn more!"	1	1
13	"15"	5	"We should do it again to learn more!"	1	1
13	"16"	5	"We should do it again to learn more!"	1	1
13	"17"	5	"We should do it again to learn more!"	2	1
13	"18"	5	"We should do it again to learn more!"	2	1
13	"19"	5	"We should do it again to learn more!"	2	1
13	"20"	5	"We should do it again to learn more!"	1	1
13	"21"	5	"We should do it again to learn more!"	1	1
13	"22"	5	"We should do it again to learn more!"	1	1
13	"23"	5	"We should do it again to learn more!"	3	2
13	"24"	5	"We should do it again to learn more!"	3	2
13	"25"	5	"We should do it again to learn more!"	1	2
13	"26"	5	"We should do it again to learn more!"	1	1
13	"27"	5	"We should do it again to learn more!"	1	1
13	"28"	5	"We should do it again to learn more!"	1	1
13	"29"	5	"We should do it again to learn more!"	1	1
13	"30"	5	"We should do it again to learn more!"	1	1
13	"31"	5	"We should do it again to learn more!"	2	1
13	"32"	5	"We should do it again to learn more!"	1	2
13	"33"	5	"We should do it again to learn more!"	1	2
13	"34"	5	"We should do it again to learn more!"	1	2
13	"35"	5	"We should do it again to learn more!"	1	1
13	"36"	5	"We should do it again to learn more!"	2	1
13	"37"	5	"We should do it again to learn more!"	NA	NA
13	"38"	5	"We should do it again to learn more!"	NA	NA
13	"39"	5	"We should do it again to learn more!"	1	2
13	"40"	5	"We should do it again to learn more!"	3	2
13	"41"	5	"We should do it again to learn more!"	2	2
13	"42"	5	"We should do it again to learn more!"	1	4
13	"43"	5	"We should do it again to learn more!"	2	2
13	"44"	5	"We should do it again to learn more!"	3	2
13	"45"	5	"We should do it again to learn more!"	1	2
13	"46"	5	"We should do it again to learn more!"	2	3
13	"47"	5	"We should do it again to learn more!"	3	3
13	"48"	5	"We should do it again to learn more!"	2	4
13	"49"	5	"We should do it again to learn more!"	1	2
13	"50"	5	"We should do it again to learn more!"	1	3
13	"51"	5	"We should do it again to learn more!"	1	2
13	"52"	5	"We should do it again to learn more!"	1	2
13	"53"	5	"We should do it again to learn more!"	1	1
13	"54"	5	"We should do it again to learn more!"	1	2
13	"55"	5	"We should do it again to learn more!"	1	2
13	"56"	5	"We should do it again to learn more!"	2	2
13	"57"	5	"We should do it again to learn more!"	1	1
13	"58"	5	"We should do it again to learn more!"	1	2
13	"59"	5	"We should do it again to learn more!"	1	2
13	"60"	5	"We should do it again to learn more!"	2	2
13	"61"	5	"We should do it again to learn more!"	2	2
13	"62"	5	"We should do it again to learn more!"	3	2
13	"63"	5	"We should do it again to learn more!"	2	1
13	"64"	5	"We should do it again to learn more!"	1	2
26	"1"	7	"We should do it again to learn more!"	3	2
26	"2"	7	"We should do it again to learn more!"	2	2
26	"3"	7	"We should do it again to learn more!"	3	4
26	"4"	7	"We should do it again to learn more!"	2	2
26	"5"	7	"We should do it again to learn more!"	3	3
26	"6"	7	"We should do it again to learn more!"	2	3
26	"7"	7	"We should do it again to learn more!"	2	3
26	"8"	7	"We should do it again to learn more!"	4	3
26	"9"	7	"We should do it again to learn more!"	3	4
26	"10"	7	"We should do it again to learn more!"	3	4
26	"11"	7	"We should do it again to learn more!"	3	3
26	"12"	7	"We should do it again to learn more!"	NA	NA
26	"13"	7	"We should do it again to learn more!"	NA	NA
26	"14"	7	"We should do it again to learn more!"	3	4
26	"15"	7	"We should do it again to learn more!"	2	3
26	"16"	7	"We should do it again to learn more!"	3	3
26	"17"	7	"We should do it again to learn more!"	4	3
26	"18"	7	"We should do it again to learn more!"	3	4
26	"19"	7	"We should do it again to learn more!"	2	2
26	"20"	7	"We should do it again to learn more!"	2	2
26	"21"	7	"We should do it again to learn more!"	2	2
26	"22"	7	"We should do it again to learn more!"	1	3
26	"23"	7	"We should do it again to learn more!"	NA	3
26	"24"	7	"We should do it again to learn more!"	3	2
26	"25"	7	"We should do it again to learn more!"	1	2
26	"26"	7	"We should do it again to learn more!"	3	2
26	"27"	7	"We should do it again to learn more!"	2	2
26	"28"	7	"We should do it again to learn more!"	1	1
26	"29"	7	"We should do it again to learn more!"	3	3
26	"30"	7	"We should do it again to learn more!"	2	1
26	"31"	7	"We should do it again to learn more!"	2	2
26	"32"	7	"We should do it again to learn more!"	3	3
26	"33"	7	"We should do it again to learn more!"	3	3
26	"34"	7	"We should do it again to learn more!"	4	3
26	"35"	7	"We should do it again to learn more!"	2	2
26	"36"	7	"We should do it again to learn more!"	2	3
26	"37"	7	"We should do it again to learn more!"	4	4
26	"38"	7	"We should do it again to learn more!"	4	3
26	"39"	7	"We should do it again to learn more!"	4	3
26	"40"	7	"We should do it again to learn more!"	2	1
26	"41"	7	"We should do it again to learn more!"	4	4
26	"42"	7	"We should do it again to learn more!"	4	4
26	"43"	7	"We should do it again to learn more!"	3	2
26	"44"	7	"We should do it again to learn more!"	NA	NA
26	"45"	7	"We should do it again to learn more!"	NA	NA
26	"46"	7	"We should do it again to learn more!"	2	1
26	"47"	7	"We should do it again to learn more!"	2	2
26	"48"	7	"We should do it again to learn more!"	3	4
26	"49"	7	"We should do it again to learn more!"	3	2
26	"50"	7	"We should do it again to learn more!"	1	3
26	"51"	7	"We should do it again to learn more!"	3	1
26	"52"	7	"We should do it again to learn more!"	1	1
26	"53"	7	"We should do it again to learn more!"	2	1
26	"54"	7	"We should do it again to learn more!"	3	3
26	"55"	7	"We should do it again to learn more!"	1	2
26	"56"	7	"We should do it again to learn more!"	4	4
26	"57"	7	"We should do it again to learn more!"	4	3
26	"58"	7	"We should do it again to learn more!"	3	3
26	"59"	7	"We should do it again to learn more!"	2	2
26	"60"	7	"We should do it again to learn more!"	1	1
26	"61"	7	"We should do it again to learn more!"	2	2
26	"62"	7	"We should do it again to learn more!"	3	3
26	"63"	7	"We should do it again to learn more!"	4	3
26	"64"	7	"We should do it again to learn more!"	3	4
10	"1"	7	"Yes perhaps, but surely waste of time"	3	1
10	"2"	7	"Yes perhaps, but surely waste of time"	2	3
10	"3"	7	"Yes perhaps, but surely waste of time"	2	3
10	"4"	7	"Yes perhaps, but surely waste of time"	2	2
10	"5"	7	"Yes perhaps, but surely waste of time"	3	2
10	"6"	7	"Yes perhaps, but surely waste of time"	2	1
10	"7"	7	"Yes perhaps, but surely waste of time"	1	2
10	"8"	7	"Yes perhaps, but surely waste of time"	3	3
10	"9"	7	"Yes perhaps, but surely waste of time"	2	3
10	"10"	7	"Yes perhaps, but surely waste of time"	2	3
10	"11"	7	"Yes perhaps, but surely waste of time"	2	1
10	"12"	7	"Yes perhaps, but surely waste of time"	3	2
10	"13"	7	"Yes perhaps, but surely waste of time"	3	2
10	"14"	7	"Yes perhaps, but surely waste of time"	2	4
10	"15"	7	"Yes perhaps, but surely waste of time"	1	1
10	"16"	7	"Yes perhaps, but surely waste of time"	2	3
10	"17"	7	"Yes perhaps, but surely waste of time"	2	4
10	"18"	7	"Yes perhaps, but surely waste of time"	2	3
10	"19"	7	"Yes perhaps, but surely waste of time"	2	1
10	"20"	7	"Yes perhaps, but surely waste of time"	1	1
10	"21"	7	"Yes perhaps, but surely waste of time"	4	2
10	"22"	7	"Yes perhaps, but surely waste of time"	3	4
10	"23"	7	"Yes perhaps, but surely waste of time"	4	3
10	"24"	7	"Yes perhaps, but surely waste of time"	4	4
10	"25"	7	"Yes perhaps, but surely waste of time"	NA	NA
10	"26"	7	"Yes perhaps, but surely waste of time"	NA	NA
10	"27"	7	"Yes perhaps, but surely waste of time"	1	2
10	"28"	7	"Yes perhaps, but surely waste of time"	1	1
10	"29"	7	"Yes perhaps, but surely waste of time"	4	3
10	"30"	7	"Yes perhaps, but surely waste of time"	2	1
10	"31"	7	"Yes perhaps, but surely waste of time"	2	3
10	"32"	7	"Yes perhaps, but surely waste of time"	2	2
10	"33"	7	"Yes perhaps, but surely waste of time"	4	2
10	"34"	7	"Yes perhaps, but surely waste of time"	3	2
10	"35"	7	"Yes perhaps, but surely waste of time"	1	1
10	"36"	7	"Yes perhaps, but surely waste of time"	3	3
10	"37"	7	"Yes perhaps, but surely waste of time"	4	4
10	"38"	7	"Yes perhaps, but surely waste of time"	3	2
10	"39"	7	"Yes perhaps, but surely waste of time"	2	4
10	"40"	7	"Yes perhaps, but surely waste of time"	2	1
10	"41"	7	"Yes perhaps, but surely waste of time"	4	4
10	"42"	7	"Yes perhaps, but surely waste of time"	2	3
10	"43"	7	"Yes perhaps, but surely waste of time"	2	3
10	"44"	7	"Yes perhaps, but surely waste of time"	3	3
10	"45"	7	"Yes perhaps, but surely waste of time"	1	2
10	"46"	7	"Yes perhaps, but surely waste of time"	3	4
10	"47"	7	"Yes perhaps, but surely waste of time"	3	2
10	"48"	7	"Yes perhaps, but surely waste of time"	3	4
10	"49"	7	"Yes perhaps, but surely waste of time"	3	1
10	"50"	7	"Yes perhaps, but surely waste of time"	1	3
10	"51"	7	"Yes perhaps, but surely waste of time"	4	2
10	"52"	7	"Yes perhaps, but surely waste of time"	2	2
10	"53"	7	"Yes perhaps, but surely waste of time"	1	1
10	"54"	7	"Yes perhaps, but surely waste of time"	3	4
10	"55"	7	"Yes perhaps, but surely waste of time"	3	3
10	"56"	7	"Yes perhaps, but surely waste of time"	2	4
10	"57"	7	"Yes perhaps, but surely waste of time"	NA	NA
10	"58"	7	"Yes perhaps, but surely waste of time"	NA	NA
10	"59"	7	"Yes perhaps, but surely waste of time"	4	4
10	"60"	7	"Yes perhaps, but surely waste of time"	1	1
10	"61"	7	"Yes perhaps, but surely waste of time"	3	2
10	"62"	7	"Yes perhaps, but surely waste of time"	2	2
10	"63"	7	"Yes perhaps, but surely waste of time"	4	4
10	"64"	7	"Yes perhaps, but surely waste of time"	3	3
29	"1"	5	"We should do it again to learn more!"	2	2
29	"2"	5	"We should do it again to learn more!"	NA	NA
29	"3"	5	"We should do it again to learn more!"	NA	NA
29	"4"	5	"We should do it again to learn more!"	1	3
29	"5"	5	"We should do it again to learn more!"	3	2
29	"6"	5	"We should do it again to learn more!"	1	2
29	"7"	5	"We should do it again to learn more!"	3	2
29	"8"	5	"We should do it again to learn more!"	4	4
29	"9"	5	"We should do it again to learn more!"	4	4
29	"10"	5	"We should do it again to learn more!"	3	4
29	"11"	5	"We should do it again to learn more!"	2	3
29	"12"	5	"We should do it again to learn more!"	4	4
29	"13"	5	"We should do it again to learn more!"	4	3
29	"14"	5	"We should do it again to learn more!"	3	3
29	"15"	5	"We should do it again to learn more!"	1	2
29	"16"	5	"We should do it again to learn more!"	1	2
29	"17"	5	"We should do it again to learn more!"	1	2
29	"18"	5	"We should do it again to learn more!"	3	4
29	"19"	5	"We should do it again to learn more!"	1	2
29	"20"	5	"We should do it again to learn more!"	1	1
29	"21"	5	"We should do it again to learn more!"	1	2
29	"22"	5	"We should do it again to learn more!"	3	3
29	"23"	5	"We should do it again to learn more!"	2	3
29	"24"	5	"We should do it again to learn more!"	3	4
29	"25"	5	"We should do it again to learn more!"	4	2
29	"26"	5	"We should do it again to learn more!"	1	2
29	"27"	5	"We should do it again to learn more!"	1	2
29	"28"	5	"We should do it again to learn more!"	1	1
29	"29"	5	"We should do it again to learn more!"	3	3
29	"30"	5	"We should do it again to learn more!"	2	3
29	"31"	5	"We should do it again to learn more!"	1	2
29	"32"	5	"We should do it again to learn more!"	3	3
29	"33"	5	"We should do it again to learn more!"	2	4
29	"34"	5	"We should do it again to learn more!"	2	3
29	"35"	5	"We should do it again to learn more!"	NA	NA
29	"36"	5	"We should do it again to learn more!"	NA	NA
29	"37"	5	"We should do it again to learn more!"	4	4
29	"38"	5	"We should do it again to learn more!"	3	3
29	"39"	5	"We should do it again to learn more!"	2	3
29	"40"	5	"We should do it again to learn more!"	1	2
29	"41"	5	"We should do it again to learn more!"	1	2
29	"42"	5	"We should do it again to learn more!"	1	4
29	"43"	5	"We should do it again to learn more!"	1	3
29	"44"	5	"We should do it again to learn more!"	1	2
29	"45"	5	"We should do it again to learn more!"	1	3
29	"46"	5	"We should do it again to learn more!"	1	3
29	"47"	5	"We should do it again to learn more!"	2	3
29	"48"	5	"We should do it again to learn more!"	2	4
29	"49"	5	"We should do it again to learn more!"	2	3
29	"50"	5	"We should do it again to learn more!"	1	2
29	"51"	5	"We should do it again to learn more!"	1	2
29	"52"	5	"We should do it again to learn more!"	1	2
29	"53"	5	"We should do it again to learn more!"	1	1
29	"54"	5	"We should do it again to learn more!"	1	3
29	"55"	5	"We should do it again to learn more!"	1	2
29	"56"	5	"We should do it again to learn more!"	2	3
29	"57"	5	"We should do it again to learn more!"	1	3
29	"58"	5	"We should do it again to learn more!"	1	3
29	"59"	5	"We should do it again to learn more!"	1	3
29	"60"	5	"We should do it again to learn more!"	1	2
29	"61"	5	"We should do it again to learn more!"	1	2
29	"62"	5	"We should do it again to learn more!"	1	2
29	"63"	5	"We should do it again to learn more!"	2	3
29	"64"	5	"We should do it again to learn more!"	3	4
6	"1"	6	"We should do it again to learn more!"	2	2
6	"2"	6	"We should do it again to learn more!"	2	3
6	"3"	6	"We should do it again to learn more!"	4	2
6	"4"	6	"We should do it again to learn more!"	3	2
6	"5"	6	"We should do it again to learn more!"	4	3
6	"6"	6	"We should do it again to learn more!"	1	2
6	"7"	6	"We should do it again to learn more!"	3	2
6	"8"	6	"We should do it again to learn more!"	3	3
6	"9"	6	"We should do it again to learn more!"	4	4
6	"10"	6	"We should do it again to learn more!"	3	4
6	"11"	6	"We should do it again to learn more!"	3	3
6	"12"	6	"We should do it again to learn more!"	4	3
6	"13"	6	"We should do it again to learn more!"	1	1
6	"14"	6	"We should do it again to learn more!"	3	3
6	"15"	6	"We should do it again to learn more!"	3	2
6	"16"	6	"We should do it again to learn more!"	NA	NA
6	"17"	6	"We should do it again to learn more!"	NA	NA
6	"18"	6	"We should do it again to learn more!"	2	2
6	"19"	6	"We should do it again to learn more!"	2	2
6	"20"	6	"We should do it again to learn more!"	3	2
6	"21"	6	"We should do it again to learn more!"	3	2
6	"22"	6	"We should do it again to learn more!"	2	3
6	"23"	6	"We should do it again to learn more!"	4	2
6	"24"	6	"We should do it again to learn more!"	3	2
6	"25"	6	"We should do it again to learn more!"	4	2
6	"26"	6	"We should do it again to learn more!"	4	4
6	"27"	6	"We should do it again to learn more!"	1	2
6	"28"	6	"We should do it again to learn more!"	1	1
6	"29"	6	"We should do it again to learn more!"	3	2
6	"30"	6	"We should do it again to learn more!"	2	2
6	"31"	6	"We should do it again to learn more!"	3	2
6	"32"	6	"We should do it again to learn more!"	3	3
6	"33"	6	"We should do it again to learn more!"	2	3
6	"34"	6	"We should do it again to learn more!"	2	3
6	"35"	6	"We should do it again to learn more!"	2	2
6	"36"	6	"We should do it again to learn more!"	2	3
6	"37"	6	"We should do it again to learn more!"	4	4
6	"38"	6	"We should do it again to learn more!"	3	2
6	"39"	6	"We should do it again to learn more!"	2	3
6	"40"	6	"We should do it again to learn more!"	2	3
6	"41"	6	"We should do it again to learn more!"	3	3
6	"42"	6	"We should do it again to learn more!"	3	2
6	"43"	6	"We should do it again to learn more!"	2	2
6	"44"	6	"We should do it again to learn more!"	3	3
6	"45"	6	"We should do it again to learn more!"	2	3
6	"46"	6	"We should do it again to learn more!"	3	3
6	"47"	6	"We should do it again to learn more!"	2	2
6	"48"	6	"We should do it again to learn more!"	NA	NA
6	"49"	6	"We should do it again to learn more!"	NA	NA
6	"50"	6	"We should do it again to learn more!"	2	2
6	"51"	6	"We should do it again to learn more!"	3	2
6	"52"	6	"We should do it again to learn more!"	2	2
6	"53"	6	"We should do it again to learn more!"	2	1
6	"54"	6	"We should do it again to learn more!"	3	3
6	"55"	6	"We should do it again to learn more!"	3	2
6	"56"	6	"We should do it again to learn more!"	3	3
6	"57"	6	"We should do it again to learn more!"	4	3
6	"58"	6	"We should do it again to learn more!"	3	3
6	"59"	6	"We should do it again to learn more!"	3	3
6	"60"	6	"We should do it again to learn more!"	3	2
6	"61"	6	"We should do it again to learn more!"	3	3
6	"62"	6	"We should do it again to learn more!"	2	2
6	"63"	6	"We should do it again to learn more!"	3	3
6	"64"	6	"We should do it again to learn more!"	3	3
3	"1"	4	NA	2	3
3	"2"	4	NA	3	3
3	"3"	4	NA	3	2
3	"4"	4	NA	2	3
3	"5"	4	NA	1	2
3	"6"	4	NA	1	2
3	"7"	4	NA	2	2
3	"8"	4	NA	3	4
3	"9"	4	NA	2	3
3	"10"	4	NA	2	2
3	"11"	4	NA	2	3
3	"12"	4	NA	3	3
3	"13"	4	NA	1	2
3	"14"	4	NA	NA	NA
3	"15"	4	NA	NA	NA
3	"16"	4	NA	2	3
3	"17"	4	NA	3	3
3	"18"	4	NA	1	3
3	"19"	4	NA	3	3
3	"20"	4	NA	2	2
3	"21"	4	NA	2	2
3	"22"	4	NA	3	3
3	"23"	4	NA	4	3
3	"24"	4	NA	1	2
3	"25"	4	NA	3	3
3	"26"	4	NA	2	2
3	"27"	4	NA	1	1
3	"28"	4	NA	2	1
3	"29"	4	NA	3	3
3	"30"	4	NA	1	2
3	"31"	4	NA	2	3
3	"32"	4	NA	3	3
3	"33"	4	NA	3	3
3	"34"	4	NA	3	3
3	"35"	4	NA	1	2
3	"36"	4	NA	3	3
3	"37"	4	NA	4	3
3	"38"	4	NA	2	2
3	"39"	4	NA	2	3
3	"40"	4	NA	1	1
3	"41"	4	NA	3	3
3	"42"	4	NA	2	3
3	"43"	4	NA	2	3
3	"44"	4	NA	3	3
3	"45"	4	NA	3	2
3	"46"	4	NA	NA	NA
3	"47"	4	NA	NA	NA
3	"48"	4	NA	3	3
3	"49"	4	NA	2	2
3	"50"	4	NA	1	3
3	"51"	4	NA	2	2
3	"52"	4	NA	2	1
3	"53"	4	NA	1	1
3	"54"	4	NA	2	3
3	"55"	4	NA	2	2
3	"56"	4	NA	3	3
3	"57"	4	NA	2	3
3	"58"	4	NA	2	3
3	"59"	4	NA	2	3
3	"60"	4	NA	2	1
3	"61"	4	NA	3	2
3	"62"	4	NA	2	3
3	"63"	4	NA	2	3
3	"64"	4	NA	3	3
25	"1"	10	"We should do it again to learn more!"	3	3
25	"2"	10	"We should do it again to learn more!"	1	2
25	"3"	10	"We should do it again to learn more!"	2	4
25	"4"	10	"We should do it again to learn more!"	4	3
25	"5"	10	"We should do it again to learn more!"	1	1
25	"6"	10	"We should do it again to learn more!"	3	2
25	"7"	10	"We should do it again to learn more!"	3	4
25	"8"	10	"We should do it again to learn more!"	2	4
25	"9"	10	"We should do it again to learn more!"	2	3
25	"10"	10	"We should do it again to learn more!"	2	4
25	"11"	10	"We should do it again to learn more!"	1	1
25	"12"	10	"We should do it again to learn more!"	2	2
25	"13"	10	"We should do it again to learn more!"	1	1
25	"14"	10	"We should do it again to learn more!"	2	4
25	"15"	10	"We should do it again to learn more!"	1	1
25	"16"	10	"We should do it again to learn more!"	2	1
25	"17"	10	"We should do it again to learn more!"	3	2
25	"18"	10	"We should do it again to learn more!"	2	1
25	"19"	10	"We should do it again to learn more!"	3	2
25	"20"	10	"We should do it again to learn more!"	3	1
25	"21"	10	"We should do it again to learn more!"	NA	NA
25	"22"	10	"We should do it again to learn more!"	NA	NA
25	"23"	10	"We should do it again to learn more!"	4	4
25	"24"	10	"We should do it again to learn more!"	3	4
25	"25"	10	"We should do it again to learn more!"	4	3
25	"26"	10	"We should do it again to learn more!"	4	2
25	"27"	10	"We should do it again to learn more!"	1	1
25	"28"	10	"We should do it again to learn more!"	1	1
25	"29"	10	"We should do it again to learn more!"	3	3
25	"30"	10	"We should do it again to learn more!"	2	1
25	"31"	10	"We should do it again to learn more!"	2	2
25	"32"	10	"We should do it again to learn more!"	3	2
25	"33"	10	"We should do it again to learn more!"	2	2
25	"34"	10	"We should do it again to learn more!"	2	2
25	"35"	10	"We should do it again to learn more!"	1	1
25	"36"	10	"We should do it again to learn more!"	2	4
25	"37"	10	"We should do it again to learn more!"	4	3
25	"38"	10	"We should do it again to learn more!"	3	1
25	"39"	10	"We should do it again to learn more!"	3	1
